Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses05F_script01_2_F000 [004.4900-007.2200]: Why did you invite her here?,5.68,5.1,6.95,neutral,5.91,1 out of 1,['invite'],['invite']
2,Ses05F_script01_2_M000 [007.1900-009.3200]: Why does that bother you?,4.44,4.2,4.22,neutral,4.286666666666666,1 out of 1,['bother'],['bother']
3,Ses05F_script01_2_F001 [009.3700-013.3300]: She's been in New York three and a half years.,6.286666666666666,3.9499999999999997,5.493333333333333,positive,5.243333333333333,3 out of 5,"['new', 'three', 'year']","['new', 'york', 'three', 'half', 'year']"
4,Why all of the sudden?,nan,nan,nan,nan,nan,0,nan,['sudden']
5,Ses05F_script01_2_M001 [012.8300-017.9000]: Well maybe.,nan,nan,nan,nan,nan,0,nan,"['well', 'maybe']"
6,Maybe she just wanted to see her again.,6.135,4.595,5.695,positive,5.4750000000000005,2 out of 3,"['want', 'see']","['maybe', 'want', 'see']"
7,Ses05F_script01_2_F002 [016.7800-019.8800]: Nobody comes seven hundred miles just to see.,5.618,3.68,5.716,neutral,5.004666666666666,5 out of 6,"['come', 'seven', 'hundred', 'mile', 'see']","['nobody', 'come', 'seven', 'hundred', 'mile', 'see']"
8,Ses05F_script01_2_M002 [019.4700-029.2400]: What did you mean?,2.43,4.81,4.17,negative,3.8033333333333332,1 out of 1,['mean'],['mean']
9,"He lived next door to the girl all of his life, why wouldn't he want to see her again?",6.198571428571428,4.448571428571428,5.758571428571429,positive,5.468571428571429,7 out of 8,"['live', 'door', 'girl', 'life', 'would', 'neg-want', 'see']","['live', 'next', 'door', 'girl', 'life', 'would', 'want', 'see']"
10,"Don't look at me like that, he didn't tell me any more than he told you.",5.3725000000000005,5.16,5.1,neutral,5.210833333333333,4 out of 4,"['neg-look', 'like', 'neg-tell', 'tell']","['look', 'like', 'tell', 'tell']"
11,Ses05F_script01_2_F003 [029.5700-032.1300]: He's not going to marry her.,3.295,4.8100000000000005,4.5,negative,4.201666666666667,2 out of 2,"['neg-go', 'neg-marry']","['go', 'marry']"
12,Ses05F_script01_2_M003 [031.7600-034.4200]: How do you know he is even thinking about it?,6.75,3.495,6.140000000000001,positive,5.461666666666667,2 out of 3,"['know', 'think']","['know', 'even', 'think']"
13,Ses05F_script01_2_F004 [033.0100-035.0100]: It's got that about it.,6.09,3.67,5.65,positive,5.136666666666667,1 out of 1,['get'],['get']
14,"Ses05F_script01_2_M004 [035.4500-038.3100]: Well, so what.",nan,nan,nan,nan,nan,0,nan,['well']
