Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses05F_script03_1_M000 [004.3300-006.6700]: Good God.,6.895,4.609999999999999,5.705,positive,5.736666666666667,2 out of 2,"['good', 'god']","['good', 'god']"
2,Ses05F_script03_1_F000 [006.4800-008.7100]: You think it's them?,6.68,3.75,6.5,positive,5.6433333333333335,1 out of 1,['think'],['think']
3,Ses05F_script03_1_M001 [008.2500-010.3400]: I wonder.,6.68,4.38,6.44,positive,5.833333333333333,1 out of 1,['wonder'],['wonder']
4,"Ses05F_script03_1_F001 [009.9200-013.3500]: Freda is the only one who knows we're up here, and she wouldn't call up.",5.66,4.1075,5.4175,neutral,5.0616666666666665,4 out of 5,"['one', 'know', 'would', 'neg-call']","['freda', 'one', 'know', 'would', 'call']"
5,Ses05F_script03_1_M002 [013.0900-014.9200]: It must be them then.,5.45,4.1,5.06,neutral,4.87,1 out of 1,['must'],['must']
6,Ses05F_script03_1_F002 [014.4500-016.5800]: What will be do?,nan,nan,nan,nan,nan,0,nan,[]
7,"Ses05F_script03_1_M003 [015.8100-019.0400]: We're all right, darling, aren't we whatever happens?",6.38,5.173333333333334,5.69,positive,5.747777777777778,3 out of 4,"['right', 'darling', 'neg-happen']","['right', 'darling', 'whatever', 'happen']"
8,Ses05F_script03_1_F003 [018.3800-020.5000]: Now and always my sweet.,7.77,4.14,6.12,positive,6.010000000000001,1 out of 2,['sweet'],"['always', 'sweet']"
9,Ses05F_script03_1_M004 [020.1600-022.2800]: I don't care then.,2.3600000000000003,7.33,3.4400000000000004,negative,4.376666666666668,1 out of 1,['neg-care'],['care']
10,Ses05F_script03_1_F004 [021.9900-024.5700]: It was bound to happen sooner or later.,5.16,3.9800000000000004,4.885,neutral,4.675,2 out of 4,"['bind', 'happen']","['bind', 'happen', 'sooner', 'later']"
11,Ses05F_script03_1_M005 [024.1800-031.8800]: Hello?,nan,nan,nan,nan,nan,0,nan,['hello']
12,Hello?,nan,nan,nan,nan,nan,0,nan,['hello']
13,What?,nan,nan,nan,nan,nan,0,nan,[]
14,Wrong number.,4.415,4.395,4.76,neutral,4.5233333333333325,2 out of 2,"['wrong', 'number']","['wrong', 'number']"
15,"Ses05F_script03_1_F005 [031.2700-034.1300]: Oh, it sent shivers up my spine.",5.04,3.74,4.833333333333333,neutral,4.5377777777777775,3 out of 4,"['send', 'shiver', 'spine']","['oh', 'send', 'shiver', 'spine']"
16,"Ses05F_script03_1_M006 [033.1100-036.0600]: Oh, what shall we do if they suddenly walk in on us?",6.3149999999999995,3.38,5.859999999999999,positive,5.185,2 out of 5,"['shall', 'walk']","['oh', 'shall', 'suddenly', 'walk', 'us']"
17,Ses05F_script03_1_F006 [035.2700-037.2800]: Behave exquisitely.,6.25,3.72,7.05,positive,5.673333333333333,1 out of 2,['behave'],"['behave', 'exquisitely']"
18,Ses05F_script03_1_M007 [036.4500-038.5400]: With the most perfect poise.,6.345000000000001,4.24,6.365,positive,5.650000000000001,2 out of 2,"['perfect', 'poise']","['perfect', 'poise']"
19,"Ses05F_script03_1_F007 [037.8800-040.6500]: Yes, I shall probably do a Court Curtsey.",4.69,3.9749999999999996,4.915,neutral,4.526666666666666,2 out of 5,"['shall', 'court']","['yes', 'shall', 'probably', 'court', 'curtsey']"
20,"Ses05F_script03_1_M008 [039.5600-045.7600]: [LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",5.96375,4.6625,5.6325,neutral,5.419583333333333,8 out of 10,"['laughter', 'thing', 'ought', 'matter', 'neg-seem', 'neg-matter', 'one', 'happy']","['laughter', 'oh', 'thing', 'ought', 'matter', 'dreadfully', 'seem', 'matter', 'one', 'happy']"
21,Ses05F_script03_1_F008 [044.4400-050.1600]: Um...,nan,nan,nan,nan,nan,0,nan,['um']
22,It's a pity that one can't stay this way forever.,4.305,5.175,4.885,neutral,4.788333333333333,4 out of 6,"['pity', 'one', 'neg-stay', 'neg-way']","['pity', 'one', 'ca', 'stay', 'way', 'forever']"
23,"Ses05F_script03_1_M009 [049.4500-051.7300]: Darling, don't say that.",5.705,4.76,4.28,neutral,4.915,2 out of 2,"['darling', 'neg-say']","['darling', 'say']"
24,"Ses05F_script03_1_F009 [052.5500-055.7900]: Well, it's true.",7.51,4.98,7.0,positive,6.496666666666667,1 out of 2,['true'],"['well', 'true']"
25,Ses05F_script03_1_F010 [058.4500-061.5600]: The whole business is really rather ridiculous.,5.003333333333334,4.28,5.123333333333333,neutral,4.802222222222222,3 out of 5,"['whole', 'business', 'ridiculous']","['whole', 'business', 'really', 'rather', 'ridiculous']"
26,"Ses05F_script03_1_M010 [061.0800-064.1900]: Meaning that sacred and beautiful thing, love?",6.1080000000000005,4.862,5.358,positive,5.442666666666667,5 out of 5,"['mean', 'sacred', 'beautiful', 'thing', 'love']","['mean', 'sacred', 'beautiful', 'thing', 'love']"
27,Ses05F_script03_1_F011 [063.9400-066.0700]: Meaning exactly that.,2.43,4.81,4.17,negative,3.8033333333333332,1 out of 2,['mean'],"['mean', 'exactly']"
28,Ses05F_script03_1_M011 [065.4500-073.6700]: What does it all mean?,2.43,4.81,4.17,negative,3.8033333333333332,1 out of 1,['mean'],['mean']
