Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,"Ses05F_script02_2_M000 [006.2100-010.0200]: Well, so?",nan,nan,nan,nan,nan,0,nan,['well']
2,What do you think?,6.68,3.75,6.5,positive,5.6433333333333335,1 out of 1,['think'],['think']
3,Ses05F_script02_2_F000 [009.5800-011.9629]: About what?,nan,nan,nan,nan,nan,0,nan,[]
4,Ses05F_script02_2_M001 [011.2611-014.0100]: What I was just saying.,5.91,4.43,6.88,neutral,5.739999999999999,1 out of 1,['say'],['say']
5,Ses05F_script02_2_F001 [013.4666-015.6200]: It's ridiculous.,3.67,5.65,3.78,negative,4.366666666666666,1 out of 1,['ridiculous'],['ridiculous']
6,Ses05F_script02_2_M002 [015.0400-021.0520]: It certainly is not.,nan,nan,nan,nan,nan,0,nan,['certainly']
7,It's slightly exaggerated scientific fact.,6.09,3.755,6.0600000000000005,positive,5.301666666666667,2 out of 4,"['scientific', 'fact']","['slightly', 'exaggerated', 'scientific', 'fact']"
8,"Ses05F_script02_2_F002 [019.8700-025.7100]: It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.",6.2175,4.38125,5.49625,positive,5.364999999999999,8 out of 10,"['sell', 'bill', 'good', 'wonderful', 'event', 'go', 'occur', 'beach']","['pr', 'somebody', 'sell', 'bill', 'good', 'wonderful', 'event', 'go', 'occur', 'beach']"
9,"Ses05F_script02_2_M003 [025.2700-027.5000]: I am not the only one, look at all these people.",5.1866666666666665,4.953333333333333,5.24,neutral,5.126666666666667,3 out of 3,"['neg-one', 'look', 'people']","['one', 'look', 'people']"
10,"Ses05F_script02_2_F003 [026.9700-038.3700]: Yeah, they are all told the same thing.",5.41,3.645,5.175000000000001,neutral,4.743333333333333,2 out of 3,"['tell', 'thing']","['yeah', 'tell', 'thing']"
11,They are all told that you know.,6.045,3.55,5.36,positive,4.984999999999999,2 out of 2,"['tell', 'know']","['tell', 'know']"
12,"Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start",6.4087499999999995,4.8125,5.8375,positive,5.68625,8 out of 10,"['get', 'excited', 'neg-wait', 'get', 'right', 'spot', 'life', 'start']","['get', 'excited', 'ca', 'wait', 'get', 'right', 'spot', 'maybe', 'life', 'start']"
13,Ses05F_script02_2_M004 [038.0200-041.0346]: Are we talking about the same thing?,6.095,3.4050000000000002,5.925000000000001,positive,5.141666666666667,2 out of 2,"['talk', 'thing']","['talk', 'thing']"
14,Ses05F_script02_2_F004 [040.3329-043.8750]: I am sorry.,4.81,4.62,5.65,neutral,5.026666666666666,1 out of 1,['sorry'],['sorry']
15,It's just fish to me.,6.42,3.33,6.08,positive,5.276666666666666,1 out of 1,['fish'],['fish']
16,"Ses05F_script02_2_M005 [043.1064-049.6559]: Carla, can I ask you a question?",6.155,3.575,6.085,positive,5.271666666666667,2 out of 3,"['ask', 'question']","['carla', 'ask', 'question']"
17,"Now don't be upset, are you having a period?",5.4399999999999995,4.855,5.85,neutral,5.381666666666667,2 out of 2,"['neg-upset', 'period']","['upset', 'period']"
18,"Ses05F_script02_2_F005 [048.5866-054.2339]: God damn it, Augie.",5.11,5.33,4.695,neutral,5.045000000000001,2 out of 3,"['god', 'damn']","['god', 'damn', 'augie']"
19,Why do you always ask things like that?,6.3133333333333335,3.77,5.993333333333333,positive,5.358888888888889,3 out of 4,"['ask', 'thing', 'like']","['always', 'ask', 'thing', 'like']"
20,It's so insulting.,1.89,4.7,4.48,negative,3.69,1 out of 1,['insulting'],['insulting']
21,Ses05F_script02_2_M006 [053.5600-055.4702]: What's bugging you?,3.45,6.06,4.08,negative,4.53,1 out of 1,['bug'],['bug']
22,Ses05F_script02_2_F006 [056.4727-060.4492]: I just had a different idea of what this evening is going to look like.,6.626666666666667,4.121666666666667,5.881666666666667,positive,5.543333333333334,6 out of 6,"['different', 'idea', 'evening', 'go', 'look', 'like']","['different', 'idea', 'evening', 'go', 'look', 'like']"
23,Ses05F_script02_2_M007 [059.9814-070.8081]: There's nothing to it.,nan,nan,nan,nan,nan,0,nan,['nothing']
24,We come down here.,5.64,3.57,5.94,neutral,5.05,1 out of 1,['come'],['come']
25,The grunion arrives and they do their little fish thing.,6.0725,3.99,5.8774999999999995,positive,5.3133333333333335,4 out of 5,"['arrive', 'little', 'fish', 'thing']","['grunion', 'arrive', 'little', 'fish', 'thing']"
