Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,"Ses03F_impro01_F000 [004.1000-010.6800]: God, finally I got to the line, the front of the line.",5.407500000000001,3.9275,5.1075,neutral,4.814166666666667,4 out of 6,"['god', 'get', 'line', 'line']","['god', 'finally', 'get', 'line', 'front', 'line']"
2,I've been waiting there for like half an hour.,5.68,3.8000000000000003,5.946666666666666,neutral,5.142222222222222,3 out of 4,"['wait', 'like', 'hour']","['wait', 'like', 'half', 'hour']"
3,Ses03F_impro01_F001 [010.7300-013.9200]: [BREATHING] It's so hot in here.,5.73,4.76,5.0,neutral,5.163333333333333,1 out of 2,['hot'],"['breathing', 'hot']"
4,Hoo.,nan,nan,nan,nan,nan,0,nan,['hoo']
5,Ses03F_impro01_M000 [013.1700-014.4141]: Yeah.,nan,nan,nan,nan,nan,0,nan,['yeah']
6,"Ses03F_impro01_M001 [014.5200-018.7025]: Oh, um-",nan,nan,nan,nan,nan,0,nan,"['oh', 'um']"
7,Ses03F_impro01_F002 [018.2200-020.0750]: What's wrong?,3.24,5.29,3.39,negative,3.973333333333334,1 out of 1,['wrong'],['wrong']
8,Ses03F_impro01_M002 [020.2800-027.9575]: You didn't fill this out right.,5.880000000000001,5.825,5.1899999999999995,neutral,5.631666666666668,2 out of 2,"['neg-fill', 'right']","['fill', 'right']"
9,All right.,7.32,5.0,7.16,positive,6.493333333333333,1 out of 1,['right'],['right']
10,"It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",5.574285714285714,3.2614285714285716,6.001428571428572,neutral,4.945714285714286,7 out of 7,"['say', 'fill', 'back', 'sheet', 'fill', 'yellow', 'sheet']","['say', 'fill', 'back', 'sheet', 'fill', 'yellow', 'sheet']"
11,"Ses03F_impro01_F003 [027.2050-032.4300]: No, no, no, no, no, no.",nan,nan,nan,nan,nan,0,nan,[]
12,"The lady over there, she told me to fill out the front and she said to wait in this line.",5.503333333333333,3.7583333333333333,5.778333333333333,neutral,5.013333333333333,6 out of 7,"['lady', 'tell', 'fill', 'say', 'wait', 'line']","['lady', 'tell', 'fill', 'front', 'say', 'wait', 'line']"
13,Ses03F_impro01_M003 [031.3775-032.6800]: Who?,nan,nan,nan,nan,nan,0,nan,[]
14,Ses03F_impro01_F004 [032.4700-036.1020]: I don't know.,3.1799999999999997,6.76,4.22,negative,4.72,1 out of 1,['neg-know'],['know']
15,Some lady.,6.91,4.05,5.87,positive,5.61,1 out of 1,['lady'],['lady']
16,Sonya or something.,nan,nan,nan,nan,nan,0,nan,"['sonya', 'something']"
17,Ses03F_impro01_M004 [036.7475-039.1200]: She- she probably doesn't even work here.,4.95,5.67,3.88,neutral,4.833333333333333,1 out of 3,['neg-work'],"['probably', 'even', 'work']"
18,Ses03F_impro01_F005 [040.1000-043.2200]: Excuse me?,4.52,3.61,4.72,neutral,4.283333333333332,1 out of 1,['excuse'],['excuse']
19,"No, no.",nan,nan,nan,nan,nan,0,nan,[]
20,I waited in the line over there..,4.6850000000000005,3.43,5.1,neutral,4.405,2 out of 2,"['wait', 'line']","['wait', 'line']"
21,Ses03F_impro01_M005 [039.2100-040.8066]: All right  Uh-,7.32,5.0,7.16,positive,6.493333333333333,1 out of 2,['right'],"['right', 'uh']"
22,Ses03F_impro01_F006 [043.2400-048.4375]: and she told me to come over here and she said to fill out everything on the application and I did that.,5.486,3.9459999999999997,5.768,neutral,5.066666666666666,5 out of 6,"['tell', 'come', 'say', 'fill', 'application']","['tell', 'come', 'say', 'fill', 'everything', 'application']"
23,Ses03F_impro01_M006 [049.9350-051.5625]: It's not right.,2.6799999999999997,5.0,2.84,negative,3.5066666666666664,1 out of 1,['neg-right'],['right']
24,"Ses03F_impro01_F007 [050.2750-055.0900]: Look, I-- No, no, no, I--you don't understand.",4.635,5.12,4.585,neutral,4.78,2 out of 2,"['look', 'neg-understand']","['look', 'understand']"
25,I have to go back to work.,5.376666666666667,3.9266666666666667,5.556666666666667,neutral,4.953333333333334,3 out of 3,"['go', 'back', 'work']","['go', 'back', 'work']"
26,Ses03F_impro01_M007 [052.6325-054.3375]: You just take--all right.,6.07,4.76,5.995,positive,5.608333333333333,2 out of 2,"['take', 'right']","['take', 'right']"
27,"Ses03F_impro01_M008 [054.9204-060.9700]: Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-",5.439090909090909,4.538181818181818,5.124545454545455,neutral,5.033939393939394,11 out of 14,"['neg-fill', 'neg-paper', 'work', 'right', 'go', 'take', 'fifteen', 'minute', 'look', 'line', 'get']","['well', 'fill', 'paper', 'work', 'right', 'go', 'take', 'another', 'fifteen', 'minute', 'look', 'long', 'line', 'get']"
28,Ses03F_impro01_F008 [055.2125-056.3125]: I am not-,nan,nan,nan,nan,nan,0,nan,[]
29,"Ses03F_impro01_M009 [061.0200-067.6700]: okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait.",5.484,3.775,5.612,neutral,4.957,10 out of 11,"['go', 'back', 'fill', 'real', 'quick', 'sorry', 'get', 'back', 'line', 'wait']","['okay', 'go', 'back', 'fill', 'real', 'quick', 'sorry', 'get', 'back', 'line', 'wait']"
30,I can't let you cut.,5.074999999999999,6.109999999999999,4.695,neutral,5.293333333333333,2 out of 3,"['neg-let', 'neg-cut']","['ca', 'let', 'cut']"
31,Ses03F_impro01_F009 [066.2600-072.3700]: But you don't understand.,3.3200000000000003,6.48,3.29,negative,4.363333333333333,1 out of 1,['neg-understand'],['understand']
32,I cannot get back in line because I have to go back to work.,5.016666666666667,4.793333333333333,5.115,neutral,4.975,6 out of 6,"['neg-get', 'neg-back', 'line', 'go', 'back', 'work']","['get', 'back', 'line', 'go', 'back', 'work']"
33,I will get fired if I don't leave here.,5.243333333333333,5.08,4.916666666666667,neutral,5.080000000000001,3 out of 3,"['get', 'fire', 'neg-leave']","['get', 'fire', 'leave']"
34,"Ses03F_impro01_M010 [071.9100-075.3975]: Well, maybe you should have got here earlier than so you had a lot of time to do this.",5.845,3.54,5.005000000000001,neutral,4.796666666666667,2 out of 6,"['get', 'time']","['well', 'maybe', 'get', 'earlier', 'lot', 'time']"
35,Ses03F_impro01_F010 [074.3450-078.9025]: But I was at work and the lady told me to come and work it and to stand in the line.,5.43,3.782857142857143,5.6814285714285715,neutral,4.964761904761905,7 out of 7,"['work', 'lady', 'tell', 'come', 'work', 'stand', 'line']","['work', 'lady', 'tell', 'come', 'work', 'stand', 'line']"
36,Ses03F_impro01_M011 [078.2775-081.2325]: I don't know who this lady is.,5.045,5.404999999999999,5.045,neutral,5.165,2 out of 2,"['neg-know', 'lady']","['know', 'lady']"
37,Ses03F_impro01_F011 [080.1900-082.3875]: [LAUGHTER],8.05,5.39,7.02,positive,6.82,1 out of 1,['laughter'],['laughter']
