Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses03M_script02_2_M000 [005.2815-008.0225]: So what do you think?,6.68,3.75,6.5,positive,5.6433333333333335,1 out of 1,['think'],['think']
2,Ses03M_script02_2_F000 [007.2672-009.5454]: About what?,nan,nan,nan,nan,nan,0,nan,[]
3,Ses03M_script02_2_M001 [008.9530-011.5957]: About what I just said?,5.91,4.43,6.88,neutral,5.739999999999999,1 out of 1,['say'],['say']
4,Ses03M_script02_2_F001 [011.6640-013.8350]: It's ridiculous.,3.67,5.65,3.78,negative,4.366666666666666,1 out of 1,['ridiculous'],['ridiculous']
5,Ses03M_script02_2_M002 [013.1220-018.3650]: It certainly is not.,nan,nan,nan,nan,nan,0,nan,['certainly']
6,It's a slightly exaggerated scientific fact.,6.09,3.755,6.0600000000000005,positive,5.301666666666667,2 out of 4,"['scientific', 'fact']","['slightly', 'exaggerated', 'scientific', 'fact']"
7,Ses03M_script02_2_F002 [017.8150-025.0366]: It's PR.,nan,nan,nan,nan,nan,0,nan,['pr']
8,"I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",5.7122222222222225,4.413333333333333,5.467777777777778,neutral,5.197777777777778,9 out of 10,"['mean', 'sell', 'good', 'bill', 'wonderful', 'event', 'go', 'happen', 'beach']","['mean', 'somebody', 'sell', 'good', 'bill', 'wonderful', 'event', 'go', 'happen', 'beach']"
9,Ses03M_script02_2_M003 [024.2165-027.6565]: I'm not the only one.,3.91,7.33,4.44,negative,5.226666666666667,1 out of 1,['neg-one'],['one']
10,Look at all these people.,5.825,3.7649999999999997,5.640000000000001,neutral,5.076666666666667,2 out of 2,"['look', 'people']","['look', 'people']"
11,Ses03M_script02_2_F003 [025.9251-037.4296]: Yeah.,nan,nan,nan,nan,nan,0,nan,['yeah']
12,Everyone else was sold the same thing.,5.4399999999999995,3.8100000000000005,5.645,neutral,4.965,2 out of 4,"['sell', 'thing']","['everyone', 'else', 'sell', 'thing']"
13,"I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",5.9957142857142856,4.117142857142857,5.521428571428571,neutral,5.211428571428571,14 out of 17,"['mean', 'look', 'keep', 'excite', 'keep', 'come', 'back', 'know', 'keep', 'think', 'life', 'go', 'start', 'minute']","['mean', 'look', 'keep', 'us', 'excite', 'keep', 'us', 'come', 'back', 'know', 'keep', 'us', 'think', 'life', 'go', 'start', 'minute']"
14,Ses03M_script02_2_M004 [037.7030-041.1886]: Are we talking about the same thing?,6.095,3.4050000000000002,5.925000000000001,positive,5.141666666666667,2 out of 2,"['talk', 'thing']","['talk', 'thing']"
15,"Ses03M_script02_2_F004 [040.4140-043.7175]: Look, I'm sorry but it's still just fish to me.",5.726666666666667,3.9033333333333333,5.87,neutral,5.166666666666667,3 out of 4,"['look', 'sorry', 'fish']","['look', 'sorry', 'still', 'fish']"
16,Ses03M_script02_2_M005 [043.0111-045.6081]: I thought you wanted to see it.,6.316666666666666,4.3133333333333335,5.963333333333333,positive,5.5311111111111115,3 out of 3,"['think', 'want', 'see']","['think', 'want', 'see']"
17,Ses03M_script02_2_F005 [045.3348-047.7040]: It's just...,nan,nan,nan,nan,nan,0,nan,[]
18,"Ses03M_script02_2_F006 [048.7292-055.4975]: Look, we just have different ideas of what this night is supposed to be like.",6.383333333333333,3.9450000000000003,5.845,positive,5.391111111111111,6 out of 6,"['look', 'different', 'idea', 'night', 'suppose', 'like']","['look', 'different', 'idea', 'night', 'suppose', 'like']"
19,Ses03M_script02_2_M006 [054.6979-067.1820]: There's nothing to it.,nan,nan,nan,nan,nan,0,nan,['nothing']
20,"The Grunions arrive, they do their little fish business, you know?",6.208,3.896,5.846,positive,5.316666666666666,5 out of 6,"['arrive', 'little', 'fish', 'business', 'know']","['grunions', 'arrive', 'little', 'fish', 'business', 'know']"
21,"We go oh, ahh, look at the fish and they go home and we go home.",6.612857142857143,4.175714285714286,5.927142857142857,positive,5.571904761904762,7 out of 9,"['go', 'look', 'fish', 'go', 'home', 'go', 'home']","['go', 'oh', 'ahh', 'look', 'fish', 'go', 'home', 'go', 'home']"
22,"Ses03M_script02_2_F007 [066.2252-070.1525]: For heavens sake, grow up.",6.3533333333333335,3.3433333333333337,5.296666666666667,positive,4.997777777777778,3 out of 3,"['heaven', 'sake', 'grow']","['heaven', 'sake', 'grow']"
