Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses04M_script01_1_F000 [008.3600-013.4200]: What's he going to say?,6.115,4.645,6.105,positive,5.621666666666667,2 out of 2,"['go', 'say']","['go', 'say']"
2,Maybe we ought to tell him before he sees it.,5.513333333333333,3.5866666666666664,5.11,neutral,4.736666666666667,3 out of 4,"['ought', 'tell', 'see']","['maybe', 'ought', 'tell', 'see']"
3,Ses04M_script01_1_M000 [012.6200-014.9500]: He saw it.,4.16,4.18,4.67,neutral,4.336666666666667,1 out of 1,['saw'],['saw']
4,Ses04M_script01_1_F001 [014.1400-017.9500]: How could he see it?,6.27,3.9,6.0,positive,5.390000000000001,1 out of 2,['see'],"['could', 'see']"
5,I was the first one up.,6.71,3.785,5.97,positive,5.488333333333333,2 out of 2,"['first', 'one']","['first', 'one']"
6,He was still in bed.,7.16,3.0,6.73,positive,5.63,1 out of 2,['bed'],"['still', 'bed']"
7,Ses04M_script01_1_M001 [017.4500-019.4152]: He was out here when it broke.,5.1,4.71,4.5,neutral,4.77,1 out of 1,['break'],['break']
8,Ses04M_script01_1_F002 [019.1300-020.9592]: When?,nan,nan,nan,nan,nan,0,nan,[]
9,Ses04M_script01_1_M002 [020.4400-028.7500]: About four this morning.,5.835,3.67,6.0,neutral,5.168333333333333,2 out of 2,"['four', 'morning']","['four', 'morning']"
10,I heard it cracking and I woke up and looked out.,5.47,4.1075,5.93,neutral,5.1691666666666665,4 out of 4,"['hear', 'crack', 'wake', 'look']","['hear', 'crack', 'wake', 'look']"
11,He was standing right there when it cracked.,5.09,4.45,6.156666666666666,neutral,5.232222222222222,3 out of 3,"['stand', 'right', 'crack']","['stand', 'right', 'crack']"
12,Ses04M_script01_1_F003 [028.1300-031.3423]: What was he doing out here at four in the morning?,5.835,3.67,6.0,neutral,5.168333333333333,2 out of 2,"['four', 'morning']","['four', 'morning']"
13,Ses04M_script01_1_M003 [030.9949-039.6025]: I don't know.,3.1799999999999997,6.76,4.22,negative,4.72,1 out of 1,['neg-know'],['know']
14,"After it cracked, he ran back in the house and cried in the kitchen.",5.071666666666667,4.333333333333333,5.156666666666666,neutral,4.853888888888889,6 out of 6,"['crack', 'run', 'back', 'house', 'cry', 'kitchen']","['crack', 'run', 'back', 'house', 'cry', 'kitchen']"
15,Ses04M_script01_1_F004 [038.9463-041.2236]: Did you talk to him?,6.64,3.38,6.44,positive,5.486666666666667,1 out of 1,['talk'],['talk']
16,Ses04M_script01_1_M004 [040.8200-045.4500]: No.,nan,nan,nan,nan,nan,0,nan,[]
17,I - I figured the best thing was to leave him alone.,4.7924999999999995,3.895,5.1925,neutral,4.626666666666666,4 out of 5,"['figure', 'thing', 'leave', 'alone']","['figure', 'best', 'thing', 'leave', 'alone']"
18,Ses04M_script01_1_F005 [044.8300-048.2872]: He cried hard?,3.785,4.975,3.76,negative,4.173333333333333,2 out of 2,"['cry', 'hard']","['cry', 'hard']"
19,Ses04M_script01_1_M005 [047.9000-051.6100]: I heard him right through the floor of my room.,6.172499999999999,3.7625,6.4925,positive,5.475833333333333,4 out of 4,"['hear', 'right', 'floor', 'room']","['hear', 'right', 'floor', 'room']"
20,Ses04M_script01_1_F006 [051.3500-058.9000]: What was he doing out here at that hour?,5.05,3.38,6.25,neutral,4.8933333333333335,1 out of 1,['hour'],['hour']
21,He's dreaming about him again.,7.43,4.37,5.4,positive,5.733333333333334,1 out of 1,['dream'],['dream']
22,He's walking around at night.,6.725,3.4050000000000002,5.525,positive,5.218333333333333,2 out of 3,"['walk', 'night']","['walk', 'around', 'night']"
23,Ses04M_script01_1_M006 [058.5545-061.1021]: I guess he is.,5.18,3.86,4.89,neutral,4.6433333333333335,1 out of 1,['guess'],['guess']
