Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,"Ses04M_script03_2_M000 [009.3100-012.2248]: That was a rouser, wasn't it?",nan,nan,nan,nan,nan,0,nan,['rouser']
2,Ses04M_script03_2_F000 [012.1431-014.7400]: That was the first time you ever hit me.,5.626666666666667,4.596666666666667,5.296666666666667,neutral,5.173333333333333,3 out of 4,"['first', 'time', 'hit']","['first', 'time', 'ever', 'hit']"
3,Ses04M_script03_2_M001 [014.1200-016.1700]: I didn't hit you very hard.,5.199999999999999,4.51,4.904999999999999,neutral,4.871666666666666,2 out of 2,"['neg-hit', 'hard']","['hit', 'hard']"
4,"Ses04M_script03_2_F001 [015.7500-022.0670]: The manager came in and found us rolling about on the floor, biting and scratching like panthers.",5.531111111111111,4.196666666666666,5.844444444444445,neutral,5.190740740740741,9 out of 10,"['manager', 'come', 'find', 'roll', 'floor', 'bite', 'scratch', 'like', 'panther']","['manager', 'come', 'find', 'us', 'roll', 'floor', 'bite', 'scratch', 'like', 'panther']"
5,"Oh, dear.",nan,nan,nan,nan,nan,0,nan,"['oh', 'dear']"
6,Ses04M_script03_2_M002 [021.6000-024.4400]: I shall never forget his face.,5.316666666666666,4.18,5.116666666666666,neutral,4.871111111111111,3 out of 4,"['shall', 'forget', 'face']","['shall', 'never', 'forget', 'face']"
7,Ses04M_script03_2_F002 [023.3800-027.2300]: How ridiculous.,3.67,5.65,3.78,negative,4.366666666666666,1 out of 1,['ridiculous'],['ridiculous']
8,"How utterly, utterly ridiculous.",3.67,5.65,3.78,negative,4.366666666666666,1 out of 3,['ridiculous'],"['utterly', 'utterly', 'ridiculous']"
9,Ses04M_script03_2_M003 [026.4600-028.1100]: We were very much younger then.,nan,nan,nan,nan,nan,0,nan,"['much', 'younger']"
10,Ses04M_script03_2_F003 [027.6500-029.8900]: And very much sillier.,nan,nan,nan,nan,nan,0,nan,"['much', 'sillier']"
11,"Ses04M_script03_2_M004 [029.3700-032.6400]: As a matter of fact, the real cause of that row was Peter Burden.",5.468333333333334,3.703333333333333,5.3966666666666665,neutral,4.856111111111111,6 out of 7,"['matter', 'fact', 'real', 'cause', 'row', 'burden']","['matter', 'fact', 'real', 'cause', 'row', 'peter', 'burden']"
12,Ses04M_script03_2_F004 [032.2100-034.1800]: You knew there was nothing in that.,6.82,3.24,5.78,positive,5.28,1 out of 2,['know'],"['know', 'nothing']"
13,Ses04M_script03_2_M005 [033.8200-036.9700]: I knew nothing of the sort.,6.82,3.24,5.78,positive,5.28,1 out of 3,['know'],"['know', 'nothing', 'sort']"
14,You took presents from him.,5.835,4.67,5.74,neutral,5.414999999999999,2 out of 2,"['take', 'present']","['take', 'present']"
15,Ses04M_script03_2_F005 [036.4700-039.2000]: Presents?,6.85,4.82,6.65,positive,6.1066666666666665,1 out of 1,['present'],['present']
16,A trivial little brooch.,5.116666666666667,3.8866666666666667,4.963333333333333,neutral,4.655555555555556,3 out of 3,"['trivial', 'little', 'brooch']","['trivial', 'little', 'brooch']"
17,"Ses04M_script03_2_M006 [038.7000-042.9000]: I remember it well, bristling with diamonds in the worst possible taste.",6.7875,4.3075,6.32,positive,5.805,4 out of 7,"['remember', 'diamond', 'possible', 'taste']","['remember', 'well', 'bristle', 'diamond', 'worst', 'possible', 'taste']"
18,Ses04M_script03_2_F006 [042.2600-046.6700]: Not at all.,nan,nan,nan,nan,nan,0,nan,[]
19,It was very pretty.,7.7,5.5,6.7,positive,6.633333333333333,1 out of 1,['pretty'],['pretty']
20,I still have it and I wear it often.,6.36,3.33,5.72,positive,5.136666666666667,1 out of 3,['wear'],"['still', 'wear', 'often']"
21,Ses04M_script03_2_M007 [046.0700-049.2300]: You went out of your way to torture me over Peter Burden.,4.17,4.2025,4.015,neutral,4.129166666666666,4 out of 5,"['go', 'way', 'torture', 'burden']","['go', 'way', 'torture', 'peter', 'burden']"
22,Ses04M_script03_2_F007 [048.4700-052.4000]: I did not.,nan,nan,nan,nan,nan,0,nan,[]
23,You made the whole thing up in your jealous imagination.,5.42,4.178,5.82,neutral,5.139333333333333,5 out of 5,"['make', 'whole', 'thing', 'jealous', 'imagination']","['make', 'whole', 'thing', 'jealous', 'imagination']"
24,"Ses04M_script03_2_M008 [051.9000-055.1700]: You must admit that he was in love with you, wasn't he?",6.336666666666667,4.27,5.18,positive,5.2622222222222215,3 out of 3,"['must', 'admit', 'love']","['must', 'admit', 'love']"
25,"Ses04M_script03_2_F008 [054.7400-058.5600]: Just a little, perhaps, nothing serious.",5.895,4.125,5.425,neutral,5.148333333333333,2 out of 4,"['little', 'serious']","['little', 'perhaps', 'nothing', 'serious']"
26,Ses04M_script03_2_M009 [060.0200-061.2951]: Line?,4.82,3.24,4.89,neutral,4.316666666666666,1 out of 1,['line'],['line']
27,Ses04M_script03_2_F009 [061.0100-062.0400]: Let him kiss you.,6.865,4.38,6.289999999999999,positive,5.845,2 out of 2,"['let', 'kiss']","['let', 'kiss']"
28,Ses04M_script03_2_M010 [061.7300-063.8900]: You let him kiss you.,6.865,4.38,6.289999999999999,positive,5.845,2 out of 2,"['let', 'kiss']","['let', 'kiss']"
29,You said you did.,5.91,4.43,6.88,neutral,5.739999999999999,1 out of 1,['say'],['say']
30,Ses04M_script03_2_F010 [063.3200-065.0737]: What of it?,nan,nan,nan,nan,nan,0,nan,[]
31,Ses04M_script03_2_M011 [064.3898-066.4700]: What of it?,nan,nan,nan,nan,nan,0,nan,[]
32,Ses04M_script03_2_F011 [065.9900-070.1800]: It gave him a lot of pleasure and it didn't hurt me.,7.693333333333333,5.55,6.39,positive,6.544444444444444,3 out of 4,"['give', 'pleasure', 'neg-hurt']","['give', 'lot', 'pleasure', 'hurt']"
33,Ses04M_script03_2_M012 [069.5800-071.4100]: What about me?,nan,nan,nan,nan,nan,0,nan,[]
34,"Ses04M_script03_2_F012 [070.8900-074.8193]: If you hadn't been so nosey, you never would have known a thing about it.",6.093333333333334,3.4933333333333336,5.71,positive,5.098888888888889,3 out of 5,"['would', 'know', 'thing']","['nosey', 'never', 'would', 'know', 'thing']"
35,"Ses04M_script03_2_M013 [074.3577-077.1000]: That's a nice point of view, I must say.",6.086,3.844,6.303999999999999,positive,5.411333333333332,5 out of 5,"['nice', 'point', 'view', 'must', 'say']","['nice', 'point', 'view', 'must', 'say']"
36,"Ses04M_script03_2_F013 [075.9200-078.7400]: Oh, dear.",nan,nan,nan,nan,nan,0,nan,"['oh', 'dear']"
37,I'm bored with this conversation.,6.72,2.65,6.28,positive,5.216666666666666,1 out of 2,['conversation'],"['bore', 'conversation']"
38,Ses04M_script03_2_M014 [077.7500-080.5642]: So am I; bored stiff.,4.29,4.0,4.95,neutral,4.413333333333333,1 out of 2,['stiff'],"['bore', 'stiff']"
39,Ses04M_script03_2_M015 [080.6325-082.7400]: You want some brandy?,5.835,4.575,5.445,neutral,5.285,2 out of 2,"['want', 'brandy']","['want', 'brandy']"
40,"Ses04M_script03_2_F014 [082.0300-083.9324]: No, thanks.",2.2699999999999996,5.95,3.2800000000000002,negative,3.8333333333333335,1 out of 1,['neg-thanks'],['thanks']
41,"Ses04M_script03_2_M016 [083.4879-086.1900]: I'll have a little myself, I think.",6.295,3.975,5.84,positive,5.37,2 out of 2,"['little', 'think']","['little', 'think']"
42,Ses04M_script03_2_F015 [085.6900-090.0800]: I don't see why you want it.,4.865,5.695,4.695,neutral,5.085,2 out of 2,"['neg-see', 'want']","['see', 'want']"
43,You've already had two glasses.,5.890000000000001,3.2350000000000003,5.234999999999999,neutral,4.786666666666666,2 out of 3,"['two', 'glass']","['already', 'two', 'glass']"
44,Ses04M_script03_2_M017 [089.8400-093.8900]: No particular reason.,4.34,6.385,3.1799999999999997,neutral,4.635,2 out of 2,"['neg-particular', 'neg-reason']","['particular', 'reason']"
45,"Anyhow, they were very small ones.",5.925,3.05,5.045,neutral,4.673333333333333,2 out of 3,"['small', 'one']","['anyhow', 'small', 'one']"
46,Ses04M_script03_2_F016 [093.4600-098.2300]: It seems so silly to go on and on and on with such a thing.,6.01,4.0975,5.4425,positive,5.183333333333334,4 out of 4,"['seem', 'silly', 'go', 'thing']","['seem', 'silly', 'go', 'thing']"
47,Ses04M_script03_2_M018 [097.6600-104.6000]: You can hardly call three liquor glasses in a whole evening going on and on and on.,5.887142857142857,3.8714285714285714,5.395714285714286,neutral,5.051428571428572,7 out of 8,"['call', 'three', 'liquor', 'glass', 'whole', 'evening', 'go']","['hardly', 'call', 'three', 'liquor', 'glass', 'whole', 'evening', 'go']"
48,Ses04M_script03_2_F017 [104.0500-107.0655]: It's become a habit with you.,5.76,3.99,5.925,neutral,5.2250000000000005,2 out of 2,"['become', 'habit']","['become', 'habit']"
49,Ses04M_script03_2_M019 [106.2600-111.3400]: You needn't be so grand just because you don't happen to want any at the moment.,4.754,5.05,4.828,neutral,4.877333333333333,5 out of 5,"['need', 'neg-grand', 'neg-happen', 'neg-want', 'moment']","['need', 'grand', 'happen', 'want', 'moment']"
50,"Ses04M_script03_2_F018 [110.5500-112.4300]: Oh, don't be so stupid.",7.16,5.66,5.97,positive,6.263333333333333,1 out of 2,['neg-stupid'],"['oh', 'stupid']"
51,"Ses04M_script03_2_M020 [112.0200-113.6200]: Really, Amanda",nan,nan,nan,nan,nan,0,nan,"['really', 'amanda']"
52,Ses04M_script03_2_F019 [112.8600-114.4688]: What?,nan,nan,nan,nan,nan,0,nan,[]
53,Ses04M_script03_2_M021 [113.9046-116.1400]: Nothing.,nan,nan,nan,nan,nan,0,nan,['nothing']
54,"Ses04M_script03_2_M022 [117.8100-120.4200]: Going out somewhere, my dear?",6.32,4.86,5.33,positive,5.503333333333333,1 out of 3,['go'],"['go', 'somewhere', 'dear']"
55,"Ses04M_script03_2_F020 [119.9800-123.1400]: No, just making myself fascinating for you",5.640000000000001,5.734999999999999,4.975,neutral,5.45,2 out of 2,"['neg-make', 'fascinating']","['make', 'fascinating']"
56,Ses04M_script03_2_M023 [122.2600-126.0800]: Oh.,nan,nan,nan,nan,nan,0,nan,['oh']
57,That reply has broken my heart.,6.066666666666666,4.406666666666666,5.573333333333333,positive,5.348888888888889,3 out of 3,"['reply', 'break', 'heart']","['reply', 'break', 'heart']"
58,Ses04M_script03_2_F021 [125.5700-130.6300]: The woman's job is to allure the man.,6.2625,4.1025,5.395,positive,5.253333333333333,4 out of 4,"['woman', 'job', 'allure', 'man']","['woman', 'job', 'allure', 'man']"
59,"Watch me a minute, will you?",5.475,3.565,5.359999999999999,neutral,4.8,2 out of 2,"['watch', 'minute']","['watch', 'minute']"
60,"Ses04M_script03_2_M024 [129.8400-132.5500]: As a matter of fact, that's perfectly true.",6.5200000000000005,4.1066666666666665,6.373333333333333,positive,5.666666666666667,3 out of 4,"['matter', 'fact', 'true']","['matter', 'fact', 'perfectly', 'true']"
61,"Ses04M_script03_2_F022 [131.5700-133.2200]: Oh, no, it isn't.",nan,nan,nan,nan,nan,0,nan,['oh']
62,"Ses04M_script03_2_M025 [132.5900-133.9300]: Yes, it is.",nan,nan,nan,nan,nan,0,nan,['yes']
63,"Ses04M_script03_2_F023 [133.3400-135.6700]: Oh, be quiet.",6.47,1.95,5.8,positive,4.739999999999999,1 out of 2,['quiet'],"['oh', 'quiet']"
64,Ses04M_script03_2_M026 [136.4393-138.0200]: Line?,4.82,3.24,4.89,neutral,4.316666666666666,1 out of 1,['line'],['line']
