Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses04M_impro08_M000 [006.0200-012.6500]: Thank you for calling Sprint.,6.54,4.173333333333334,6.073333333333333,positive,5.595555555555556,3 out of 3,"['thank', 'call', 'sprint']","['thank', 'call', 'sprint']"
2,We care about everybody.,7.64,2.67,6.56,positive,5.623333333333332,1 out of 2,['care'],"['care', 'everybody']"
3,How can I help you?,6.95,4.29,6.89,positive,6.043333333333333,1 out of 1,['help'],['help']
4,Ses04M_impro08_F000 [012.1100-025.2700]: Hi.,nan,nan,nan,nan,nan,0,nan,['hi']
5,I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.,5.17875,3.75375,5.2387500000000005,neutral,4.72375,8 out of 8,"['phone', 'hour', 'try', 'get', 'little', 'discrepancy', 'bill', 'fix']","['phone', 'hour', 'try', 'get', 'little', 'discrepancy', 'bill', 'fix']"
6,I was charged for two hundred dollars worth of calls that I didn't make.,5.8149999999999995,4.411666666666667,5.058333333333334,neutral,5.095,6 out of 7,"['charge', 'two', 'hundred', 'dollar', 'call', 'neg-make']","['charge', 'two', 'hundred', 'dollar', 'worth', 'call', 'make']"
7,Ses04M_impro08_M001 [025.3500-028.2200]: Are you sure you didn't make them?,5.275,4.905,5.300000000000001,neutral,5.16,2 out of 2,"['sure', 'neg-make']","['sure', 'make']"
8,Ses04M_impro08_F001 [027.4200-032.1700]: I'm positive.,7.57,5.5,7.26,positive,6.776666666666666,1 out of 1,['positive'],['positive']
9,They came from like another state.,6.2700000000000005,3.7533333333333334,5.956666666666667,positive,5.326666666666667,3 out of 4,"['come', 'like', 'state']","['come', 'like', 'another', 'state']"
10,"Ses04M_impro08_M002 [031.6032-034.8142]: Can I get your phone number, please?",5.923333333333333,3.533333333333333,5.406666666666667,neutral,4.954444444444444,3 out of 4,"['get', 'phone', 'number']","['get', 'phone', 'number', 'please']"
11,Ses04M_impro08_F002 [034.0959-039.7300]: Uh.,nan,nan,nan,nan,nan,0,nan,['uh']
12,"Yeah, I just gave it to the automated thing like five times.",6.076666666666667,3.901666666666667,5.32,positive,5.099444444444445,6 out of 7,"['give', 'automated', 'thing', 'like', 'five', 'time']","['yeah', 'give', 'automated', 'thing', 'like', 'five', 'time']"
13,Ses04M_impro08_M003 [038.0800-043.6400]: I'm going to need it again.,5.885,4.265000000000001,5.195,neutral,5.115,2 out of 2,"['go', 'need']","['go', 'need']"
14,I need to look at your file.,5.613333333333333,3.61,5.183333333333334,neutral,4.802222222222222,3 out of 3,"['need', 'look', 'file']","['need', 'look', 'file']"
15,If you want me to look at your file--,5.796666666666667,4.15,5.293333333333333,neutral,5.08,3 out of 3,"['want', 'look', 'file']","['want', 'look', 'file']"
16,Ses04M_impro08_F003 [041.6100-045.5300]: Okay.,nan,nan,nan,nan,nan,0,nan,['okay']
17,three two three six nine seven five zero six six.,5.234444444444445,3.4233333333333333,5.4655555555555555,neutral,4.707777777777777,9 out of 10,"['three', 'two', 'three', 'six', 'nine', 'seven', 'five', 'six', 'six']","['three', 'two', 'three', 'six', 'nine', 'seven', 'five', 'zero', 'six', 'six']"
18,Can we move on?,4.95,4.24,5.12,neutral,4.7700000000000005,1 out of 1,['move'],['move']
19,Ses04M_impro08_M004 [044.9400-046.1000]: Okay.,nan,nan,nan,nan,nan,0,nan,['okay']
20,"Ses04M_impro08_F004 [045.6700-047.5000]: Okay, cool.",6.82,3.43,6.44,positive,5.5633333333333335,1 out of 2,['cool'],"['okay', 'cool']"
21,"Ses04M_impro08_M005 [046.1300-050.0300]: Umm, Miss Aruckman",4.1,3.9,5.12,neutral,4.373333333333334,1 out of 3,['miss'],"['umm', 'miss', 'aruckman']"
22,Ses04M_impro08_F005 [049.1100-051.1228]: Yes.,nan,nan,nan,nan,nan,0,nan,['yes']
23,Ses04M_impro08_M006 [050.5313-055.7900]: I am seeing the two hundred dollar charge.,6.2139999999999995,4.15,5.392,positive,5.252,5 out of 5,"['see', 'two', 'hundred', 'dollar', 'charge']","['see', 'two', 'hundred', 'dollar', 'charge']"
24,"Ses04M_impro08_F006 [054.5500-063.8900]: Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can",5.951111111111111,3.988888888888889,5.584444444444444,neutral,5.174814814814815,9 out of 10,"['menu', 'push', 'one', 'star', 'pound', 'stuff', 'try', 'get', 'person']","['yes', 'menu', 'push', 'one', 'star', 'pound', 'stuff', 'try', 'get', 'person']"
25,Ses04M_impro08_M007 [068.9900-073.4300]: Well I'm looking at these.,5.95,3.76,5.88,neutral,5.196666666666666,1 out of 2,['look'],"['well', 'look']"
