Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses01M_impro06_F000 [010.0955-012.6800]: You okay?,N/A,N/A,N/A,N/A,0,N/A,['okay']
2,"Ses01M_impro06_M000 [012.4633-016.5100]: Yeah, I'm just-- yeah
Ses01M_impro06_M001 [019.1808-022.8900]: Just kind of feel numb, you know.",6.545,3.215,5.640000000000001,positive,4 out of 6,"['kind', 'feel', 'numb', 'know']","['yeah', 'yeah', 'kind', 'feel', 'numb', 'know']"
3,Ses01M_impro06_F001 [023.2600-026.3875]: What's happened?,5.5,3.43,5.53,neutral,1 out of 1,['happen'],['happen']
4,Ses01M_impro06_M002 [025.7888-030.0906]: You didn't even hear?,3.3200000000000003,6.38,3.29,negative,1 out of 2,['neg-hear'],"['even', 'hear']"
5,Ses01M_impro06_M003 [031.7600-035.3600]: [BREATHING] Umm.,N/A,N/A,N/A,N/A,0,N/A,"['breathing', 'umm']"
6,Ses01M_impro06_M004 [036.1100-040.0000]: God I've told this story so many times.,5.75,3.69,4.970000000000001,neutral,4 out of 5,"['god', 'tell', 'story', 'time']","['god', 'tell', 'story', 'many', 'time']"
7,Umm.,N/A,N/A,N/A,N/A,0,N/A,['umm']
8,Ses01M_impro06_F002 [039.4300-041.7500]: You don't have to if you don't want to.,4.0,4.71,4.61,neutral,1 out of 1,['neg-want'],['want']
9,Ses01M_impro06_M005 [041.2200-044.6825]: I just...I just basically lost someone that was really close to me.,4.41,4.62,5.165,neutral,2 out of 5,"['lose', 'close']","['basically', 'lose', 'someone', 'really', 'close']"
10,"Ses01M_impro06_M006 [046.4100-061.9900]: And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...
Ses01M_impro06_F003 [061.8600-064.6500]: I'm sorry to hear that.",5.86,3.77,5.78,neutral,9 out of 9,"['kind', 'deal', 'stuff', 'know', 'hospital', 'people', 'work', 'sorry', 'hear']","['kind', 'deal', 'stuff', 'know', 'hospital', 'people', 'work', 'sorry', 'hear']"
11,"Ses01M_impro06_M007 [063.6300-067.6300]: He kind of didn't have anyone to take care of that for him, so--
Ses01M_impro06_F004 [067.2770-070.1200]: You've been taking care of it all?",7.64,3.19,6.56,positive,5 out of 6,"['kind', 'take', 'care', 'take', 'care']","['kind', 'anyone', 'take', 'care', 'take', 'care']"
12,M: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
13,Ses01M_impro06_F005 [070.2050-072.2704]: Oh Jesus.,N/A,N/A,N/A,N/A,0,N/A,"['oh', 'jesus']"
14,Ses01M_impro06_M008 [071.7900-076.0581]: It's just really...really messed up.,3.5,4.7,2.89,negative,1 out of 3,['mess'],"['really', 'really', 'mess']"
15,Ses01M_impro06_F006 [076.5016-079.0300]: He sick for awhile?,2.29,4.67,2.84,negative,1 out of 2,['sick'],"['sick', 'awhile']"
