Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses01M_impro04_F000 [009.0256-011.6950]: You seem kind of down.,6.615,3.215,6.075,positive,2 out of 2,"['seem', 'kind']","['seem', 'kind']"
2,Ses01M_impro04_M000 [011.5885-013.5675]: I'm just mad.,2.47,5.59,4.9,negative,1 out of 1,['mad'],['mad']
3,Ses01M_impro04_F001 [013.3720-015.2250]: How come?,5.64,3.57,5.94,neutral,1 out of 1,['come'],['come']
4,Ses01M_impro04_M001 [015.0500-019.2300]: It's--I've been trying to find this job I can't get any job.,5.64,4.0,5.56,neutral,5 out of 6,"['try', 'find', 'job', 'neg-get', 'neg-job']","['try', 'find', 'job', 'ca', 'get', 'job']"
5,Ses01M_impro04_M002 [019.3600-021.4936]: It's not fair.,2.8600000000000003,6.71,3.88,negative,1 out of 1,['neg-fair'],['fair']
6,Ses01M_impro04_F002 [021.3952-023.2492]: What do you mean?,2.43,4.81,4.17,negative,1 out of 1,['mean'],['mean']
7,Ses01M_impro04_M003 [023.0031-031.9779]: I mean I've been looking for a job for like three years and I can't get a job.,5.535,4.2,5.505,neutral,8 out of 9,"['mean', 'look', 'job', 'like', 'three', 'year', 'neg-get', 'neg-job']","['mean', 'look', 'job', 'like', 'three', 'year', 'ca', 'get', 'job']"
8,"I mean like, it's America, right?",7.32,4.81,6.28,positive,3 out of 4,"['mean', 'like', 'right']","['mean', 'like', 'america', 'right']"
9,I should be able to get a job.,6.09,3.67,5.65,positive,3 out of 3,"['able', 'get', 'job']","['able', 'get', 'job']"
10,Ses01M_impro04_F003 [031.2560-034.4725]: There's a lot of people looking for jobs.,5.7,3.77,5.4,neutral,3 out of 4,"['people', 'look', 'job']","['lot', 'people', 'look', 'job']"
11,Ses01M_impro04_M004 [034.1437-046.8400]: I guess.,5.18,3.86,4.89,neutral,1 out of 1,['guess'],['guess']
12,But three years?,5.59,3.355,5.63,neutral,2 out of 2,"['three', 'year']","['three', 'year']"
13,"I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.",6.115,4.605,5.33,positive,10 out of 11,"['mean', 'like', 'go', 'college', 'mean', 'neg-finish', 'go', 'like', 'little', 'bit']","['mean', 'like', 'go', 'college', 'even', 'mean', 'finish', 'go', 'like', 'little', 'bit']"
14,"It's not fair, I don't know.",3.02,6.734999999999999,4.05,negative,2 out of 2,"['neg-fair', 'neg-know']","['fair', 'know']"
15,"Ses01M_impro04_F004 [047.7500-050.5000]: I don't know, I mean, I just don't think...
Ses01M_impro04_M005 [049.9100-063.6600]: I mean I've been sending out my resumes and doing everything I can do but nothing is happening.",3.3200000000000003,4.81,4.22,negative,7 out of 9,"['neg-know', 'mean', 'neg-think', 'mean', 'send', 'resume', 'happen']","['know', 'mean', 'think', 'mean', 'send', 'resume', 'everything', 'nothing', 'happen']"
16,"You know, it's like I can't and I can't keep living on loans anymore like this.",5.505000000000001,4.4,5.035,neutral,6 out of 9,"['know', 'like', 'neg-keep', 'neg-live', 'loan', 'like']","['know', 'like', 'ca', 'ca', 'keep', 'live', 'loan', 'anymore', 'like']"
17,I'm going to--I mean eventually I'm going to have to pay it back.,6.23,4.81,5.33,positive,5 out of 6,"['go', 'mean', 'go', 'pay', 'back']","['go', 'mean', 'eventually', 'go', 'pay', 'back']"
18,"I'm just kind of freaking out, I don't know.",3.73,6.3,5.11,negative,3 out of 3,"['kind', 'freak', 'neg-know']","['kind', 'freak', 'know']"
19,"Ses01M_impro04_F005 [063.3300-066.6300]: Did you ever think it might be your attitude that's...
Ses01M_impro04_M006 [065.4900-067.9200]: What's my--like what do you mean ""my attitude""?",4.72,4.76,5.88,neutral,5 out of 7,"['think', 'attitude', 'like', 'mean', 'attitude']","['ever', 'think', 'might', 'attitude', 'like', 'mean', 'attitude']"
20,"Ses01M_impro04_F006 [067.4500-074.0400]: I don't know just sometimes you get kind of... No, I'm not saying that.",5.09,4.62,4.9350000000000005,neutral,4 out of 5,"['neg-know', 'get', 'kind', 'neg-say']","['know', 'sometimes', 'get', 'kind', 'say']"
21,"I just--
Ses01M_impro04_M007 [069.7900-071.7800]: Do I have an attitude problem?",4.12,4.785,5.41,neutral,2 out of 2,"['attitude', 'problem']","['attitude', 'problem']"
22,"Ses01M_impro04_M008 [076.3900-080.5300]: No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",4.36,5.4,5.56,neutral,5 out of 8,"['like', 'frustrated', 'neg-get', 'neg-job', 'know']","['well', 'maybe', 'like', 'frustrated', 'ca', 'get', 'job', 'know']"
23,Ses01M_impro04_F007 [074.2100-077.5300]: ...has anyone ever just said anything like that to you before?,6.675000000000001,4.415,6.58,positive,2 out of 5,"['say', 'like']","['anyone', 'ever', 'say', 'anything', 'like']"
24,"Ses01M_impro04_M009 [080.5500-086.0900]: Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",5.9350000000000005,4.4,5.890000000000001,neutral,10 out of 12,"['like', 'hard', 'like', 'shake', 'go', 'like', 'audition', 'room', 'know', 'mean']","['like', 'really', 'hard', 'like', 'shake', 'go', 'like', 'audition', 'room', 'whatever', 'know', 'mean']"
25,"Ses01M_impro04_F008 [084.9900-087.2706]: Right, sure.",6.98,4.24,6.99,positive,2 out of 2,"['right', 'sure']","['right', 'sure']"
26,"Ses01M_impro04_F009 [087.2900-091.6300]: But I mean you kind of got to, you got to fake it 'til you feel it, right?",6.09,4.05,5.65,positive,7 out of 7,"['mean', 'kind', 'get', 'get', 'fake', 'feel', 'right']","['mean', 'kind', 'get', 'get', 'fake', 'feel', 'right']"
