Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses01M_script02_1_M000 [003.3988-008.5500]: What time is it?,5.6,3.41,4.36,neutral,1 out of 1,['time'],['time']
2,"God, this is great, isn't it?",6.7,4.85,5.825,positive,2 out of 2,"['god', 'great']","['god', 'great']"
3,I can't believe it.,2.95,6.67,3.4400000000000004,negative,1 out of 2,['neg-believe'],"['ca', 'believe']"
4,Ses01M_script02_1_M001 [009.0475-021.0500]: Of course I did want to a little further up the coast you know get away from all the lights and people and everything.,6.0,3.77,5.65,neutral,7 out of 10,"['want', 'little', 'coast', 'know', 'get', 'light', 'people']","['course', 'want', 'little', 'coast', 'know', 'get', 'away', 'light', 'people', 'everything']"
5,"Is it midnight, do they always start at midnight?",6.18,4.05,6.26,positive,3 out of 4,"['midnight', 'start', 'midnight']","['midnight', 'always', 'start', 'midnight']"
6,Is that what it is midnight?,6.18,4.05,6.26,positive,1 out of 1,['midnight'],['midnight']
7,"How you doing, huh?",N/A,N/A,N/A,N/A,0,N/A,['huh']
8,You okay?,N/A,N/A,N/A,N/A,0,N/A,['okay']
9,That's good.,7.89,3.66,6.41,positive,1 out of 1,['good'],['good']
10,Ses01M_script02_1_F000 [018.9629-020.8200]: I'm fine.,6.5,3.86,5.78,positive,1 out of 1,['fine'],['fine']
11,"Ses01M_script02_1_M002 [021.1025-026.0300]: Look, there what's that, what's that?",5.95,3.76,5.88,neutral,1 out of 1,['look'],['look']
12,"Is it--
Ses01M_script02_1_M003 [026.9072-030.6700]: No, I think that's just foam.",4.285,4.575,4.3,neutral,2 out of 2,"['neg-think', 'foam']","['think', 'foam']"
13,"Ses01M_script02_1_F001 [030.3200-032.0500]: Ugh...
Ses01M_script02_1_M004 [031.7900-041.7119]: Oh, no I can't tell though.",4.73,6.140000000000001,5.06,neutral,1 out of 5,['neg-tell'],"['ugh', 'oh', 'ca', 'tell', 'though']"
14,"Although probably if you can't tell it probably isn't them right, yeah.",3.705,5.57,3.9499999999999997,negative,2 out of 7,"['neg-tell', 'neg-right']","['although', 'probably', 'ca', 'tell', 'probably', 'right', 'yeah']"
15,"Probably going to be like unmistakable, right?",6.82,4.630000000000001,6.07,positive,4 out of 5,"['go', 'like', 'unmistakable', 'right']","['probably', 'go', 'like', 'unmistakable', 'right']"
16,"Ses01M_script02_1_M005 [041.8225-052.5650]: Gosh, this is great, isn't it?",7.5,4.14,6.65,positive,1 out of 2,['great'],"['gosh', 'great']"
17,This is awesome.,7.86,6.05,7.11,positive,1 out of 1,['awesome'],['awesome']
18,"Oh, no you know what I forgot?",3.455,5.595,3.86,negative,2 out of 3,"['neg-know', 'forget']","['oh', 'know', 'forget']"
19,Ses01M_script02_1_M006 [052.6225-058.5575]: My flashlight.,6.0,4.04,6.06,neutral,1 out of 1,['flashlight'],['flashlight']
20,How could I forget my flashlight?,4.865,4.234999999999999,4.779999999999999,neutral,2 out of 3,"['forget', 'flashlight']","['could', 'forget', 'flashlight']"
21,"God--
Ses01M_script02_1_F002 [058.0400-060.0100]: What flashlight?",5.95,4.8,5.529999999999999,neutral,2 out of 2,"['god', 'flashlight']","['god', 'flashlight']"
22,Ses01M_script02_1_M007 [059.4500-063.6475]: Flashlight the silver one.,6.09,4.0,6.06,positive,3 out of 3,"['flashlight', 'silver', 'one']","['flashlight', 'silver', 'one']"
23,There's only one isn't there?,6.09,2.67,5.56,positive,1 out of 1,['one'],['one']
24,Ses01M_script02_1_F003 [063.1300-065.7800]: That's not your flashlight.,4.0,5.96,3.9400000000000004,neutral,1 out of 1,['neg-flashlight'],['flashlight']
25,Ses01M_script02_1_M008 [065.7200-067.5700]: Whose is it?,N/A,N/A,N/A,N/A,0,N/A,['whose']
26,"Ses01M_script02_1_F004 [067.0200-069.8200]: It's ours; it's my flashlight, too.",6.0,4.04,6.06,neutral,1 out of 1,['flashlight'],['flashlight']
27,"Ses01M_script02_1_M009 [069.4100-071.2800]: Oh, well, yeah of course.",N/A,N/A,N/A,N/A,0,N/A,"['oh', 'well', 'yeah', 'course']"
28,"Ses01M_script02_1_F005 [070.6900-075.3800]: You keep saying ""my flashlight"" like somehow it's just yours.",6.16,4.220000000000001,6.17,positive,4 out of 5,"['keep', 'say', 'flashlight', 'like']","['keep', 'say', 'flashlight', 'like', 'somehow']"
29,How's that supposed to make me feel?,6.09,3.67,5.5,positive,3 out of 3,"['suppose', 'make', 'feel']","['suppose', 'make', 'feel']"
30,M: No.,N/A,N/A,N/A,N/A,0,N/A,[]
31,"Ses01M_script02_1_M010 [074.8900-081.7300]: Of course, our flashlight.",6.0,4.04,6.06,neutral,1 out of 2,['flashlight'],"['course', 'flashlight']"
32,"What's your is mine, mi flashlight es su flashlight.",6.0,4.04,6.06,neutral,2 out of 6,"['flashlight', 'flashlight']","['mine', 'mi', 'flashlight', 'es', 'su', 'flashlight']"
33,"Ses01M_script02_1_M011 [082.2739-087.4750]: Gosh, I should have brought it.",5.68,4.29,5.72,neutral,1 out of 2,['bring'],"['gosh', 'bring']"
34,I can't believe I forgot that.,4.609999999999999,6.12,4.970000000000001,neutral,2 out of 3,"['neg-believe', 'neg-forget']","['ca', 'believe', 'forget']"
35,"Ses01M_script02_1_M012 [088.3200-096.8200]: It's a nice moon though, should stay full.",6.545,3.455,6.085,positive,4 out of 5,"['nice', 'moon', 'stay', 'full']","['nice', 'moon', 'though', 'stay', 'full']"
36,Do they always run during a full moon?,6.41,3.48,6.06,positive,3 out of 4,"['run', 'full', 'moon']","['always', 'run', 'full', 'moon']"
37,I can't remember was it full last year?,5.75,3.48,5.81,neutral,3 out of 5,"['neg-remember', 'full', 'year']","['ca', 'remember', 'full', 'last', 'year']"
38,Ses01M_script02_1_F006 [096.2700-098.1135]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
39,Ses01M_script02_1_M013 [097.9122-105.1300]: Are you all right?,7.32,5.0,7.16,positive,1 out of 1,['right'],['right']
40,Are you okay?,N/A,N/A,N/A,N/A,0,N/A,['okay']
41,You cold?,4.32,3.55,5.17,neutral,1 out of 1,['cold'],['cold']
42,Do you want to my jacket?,5.93,4.32,6.14,neutral,2 out of 2,"['want', 'jacket']","['want', 'jacket']"
43,My jacket?,5.86,3.35,6.89,neutral,1 out of 1,['jacket'],['jacket']
44,No?,N/A,N/A,N/A,N/A,0,N/A,[]
45,Ses01M_script02_1_F007 [101.3300-102.6100]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
