Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,"Ses01F_impro04_M000 [002.7418-006.6575]: Have you tried, uh, Craig's List?",5.765,3.275,5.775,neutral,2 out of 4,"['try', 'list']","['try', 'uh', 'craig', 'list']"
2,"Ses01F_impro04_F000 [007.2455-011.6400]: Uh, what?",N/A,N/A,N/A,N/A,0,N/A,['uh']
3,Craig's List?,5.89,2.55,5.61,neutral,1 out of 2,['list'],"['craig', 'list']"
4,Oh the internet thing?,6.115,4.4350000000000005,5.825,positive,2 out of 3,"['internet', 'thing']","['oh', 'internet', 'thing']"
5,Ses01F_impro04_M001 [010.4600-012.1300]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
6,Ses01F_impro04_F001 [011.7448-016.1500]: I don't know.,3.1799999999999997,6.76,4.22,negative,1 out of 1,['neg-know'],['know']
7,Isn't that-- that's all like escort services and things like that.,6.83,4.4,5.63,positive,5 out of 5,"['like', 'escort', 'service', 'thing', 'like']","['like', 'escort', 'service', 'thing', 'like']"
8,Ses01F_impro04_M002 [015.6400-018.9000]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
9,There's regular jobs on there.,5.865,3.825,5.59,neutral,2 out of 2,"['regular', 'job']","['regular', 'job']"
10,Ses01F_impro04_F002 [018.6000-030.8976]: I don't know.,3.1799999999999997,6.76,4.22,negative,1 out of 1,['neg-know'],['know']
11,"I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",5.46,3.955,5.4,neutral,12 out of 14,"['mean', 'look', 'figure', 'mean', 'think', 'thing', 'like', 'monster', 'reliable', 'random', 'free', 'board']","['mean', 'look', 'long', 'figure', 'mean', 'think', 'thing', 'like', 'monster', 'lot', 'reliable', 'random', 'free', 'board']"
12,Ses01F_impro04_M003 [026.9100-028.7100]: Uh huh.,N/A,N/A,N/A,N/A,0,N/A,"['uh', 'huh']"
13,Ses01F_impro04_M004 [030.8800-035.5225]: I'm just saying I have a friend that got a good job on it so I was just recommending it.,6.305,3.855,6.305,positive,6 out of 6,"['say', 'friend', 'get', 'good', 'job', 'recommend']","['say', 'friend', 'get', 'good', 'job', 'recommend']"
14,Ses01F_impro04_F003 [035.0090-037.8000]: What kind of a job?,6.71,3.5949999999999998,6.03,positive,2 out of 2,"['kind', 'job']","['kind', 'job']"
15,Ses01F_impro04_M005 [037.1900-040.5300]: He's like a manager for a theatre.,6.130000000000001,4.275,6.720000000000001,positive,2 out of 3,"['like', 'manager']","['like', 'manager', 'theatre']"
16,Ses01F_impro04_F004 [040.2300-041.9500]: Really?,N/A,N/A,N/A,N/A,0,N/A,['really']
17,Ses01F_impro04_M006 [040.5400-043.5760]: He's like a house manager.,7.19,4.15,6.41,positive,3 out of 3,"['like', 'house', 'manager']","['like', 'house', 'manager']"
18,Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
19,It's a good job.,6.765,3.83,5.425000000000001,positive,2 out of 2,"['good', 'job']","['good', 'job']"
20,"Ses01F_impro04_F005 [043.3500-045.7596]: He just...
Ses01F_impro04_F006 [046.2735-049.8300]: you know what?",6.82,3.24,5.78,positive,1 out of 1,['know'],['know']
21,I heard about that job.,6.16,3.81,5.575,positive,2 out of 2,"['hear', 'job']","['hear', 'job']"
22,I applied for that.,5.16,3.24,6.2,neutral,1 out of 1,['apply'],['apply']
23,Ses01F_impro04_M007 [049.3900-050.5800]: You did?,N/A,N/A,N/A,N/A,0,N/A,[]
24,Ses01F_impro04_F007 [050.1100-054.3100]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
25,I saw a posting at the theatre.,4.605,3.88,5.495,neutral,2 out of 3,"['saw', 'post']","['saw', 'post', 'theatre']"
26,Ses01F_impro04_M008 [055.2100-056.3300]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
