Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,"Ses01M_script03_2_M000 [008.8900-010.5700]: [LAUGHTER]
Ses01M_script03_2_F000 [009.1274-012.4425]: [LAUGHTER] Utterly, utterly ridiculous.",8.05,5.39,7.02,positive,3 out of 5,"['laughter', 'laughter', 'ridiculous']","['laughter', 'laughter', 'utterly', 'utterly', 'ridiculous']"
2,Ses01M_script03_2_M001 [011.9100-013.7800]: We were very much younger then.,N/A,N/A,N/A,N/A,0,N/A,"['much', 'younger']"
3,Ses01M_script03_2_F001 [013.1400-015.7700]: Very much sillier.,N/A,N/A,N/A,N/A,0,N/A,"['much', 'sillier']"
4,Ses01M_script03_2_M002 [014.5300-016.6600]: Mmhmm.,N/A,N/A,N/A,N/A,0,N/A,['mmhmm']
5,"Ses01M_script03_2_M003 [017.1948-022.5087]: However, I do believe the real cause of that row was Peter Burden.",5.48,3.48,5.89,neutral,5 out of 7,"['believe', 'real', 'cause', 'row', 'burden']","['however', 'believe', 'real', 'cause', 'row', 'peter', 'burden']"
6,Ses01M_script03_2_F002 [022.0335-026.6200]: Oh you knew there was nothing in that.,6.82,3.24,5.78,positive,1 out of 3,['know'],"['oh', 'know', 'nothing']"
7,Ses01M_script03_2_M004 [025.5100-030.3200]: I knew nothing of the sort.,6.82,3.24,5.78,positive,1 out of 3,['know'],"['know', 'nothing', 'sort']"
8,You took presents from him.,5.835,4.67,5.74,neutral,2 out of 2,"['take', 'present']","['take', 'present']"
9,Ses01M_script03_2_F003 [029.6100-034.1900]: Presents?,6.85,4.82,6.65,positive,1 out of 1,['present'],['present']
10,It was a trivial little broach.,4.47,3.82,4.67,neutral,3 out of 3,"['trivial', 'little', 'broach']","['trivial', 'little', 'broach']"
11,Ses01M_script03_2_M005 [033.4300-037.3100]: It was bristling with diamonds in the worst possible taste.,6.88,4.56,6.0,positive,3 out of 5,"['diamond', 'possible', 'taste']","['bristle', 'diamond', 'worst', 'possible', 'taste']"
12,Ses01M_script03_2_F004 [036.6200-041.2588]: Not at all.,N/A,N/A,N/A,N/A,0,N/A,[]
13,It was very pretty.,7.7,5.5,6.7,positive,1 out of 1,['pretty'],['pretty']
14,I still wear it often.,6.36,3.33,5.72,positive,1 out of 3,['wear'],"['still', 'wear', 'often']"
