Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses01F_impro01_F000 [006.2901-008.2357]: Excuse me.,4.52,3.61,4.72,neutral,4.283333333333332,1 out of 1,['excuse'],['excuse']
2,Ses01F_impro01_M000 [007.5712-010.4750]: Do you have your forms?,5.64,3.85,6.47,neutral,5.32,1 out of 1,['form'],['form']
3,Ses01F_impro01_F001 [010.0100-011.3925]: Yeah.,nan,nan,nan,nan,nan,0,nan,['yeah']
4,Ses01F_impro01_M001 [010.9266-014.6649]: Let me see them.,6.109999999999999,3.3049999999999997,6.029999999999999,positive,5.1483333333333325,2 out of 2,"['let', 'see']","['let', 'see']"
5,Ses01F_impro01_F002 [014.8872-018.0175]: Is there a problem?,3.52,4.81,4.94,negative,4.423333333333333,1 out of 1,['problem'],['problem']
6,Ses01F_impro01_M002 [016.8352-019.7175]: Who told you to get in this line?,5.3933333333333335,3.59,5.16,neutral,4.714444444444445,3 out of 3,"['tell', 'get', 'line']","['tell', 'get', 'line']"
7,Ses01F_impro01_F003 [019.2900-020.7875]: You did.,nan,nan,nan,nan,nan,0,nan,[]
8,Ses01F_impro01_F004 [021.3257-024.7400]: You were standing at the beginning and you directed me.,5.803333333333333,3.4633333333333334,5.996666666666666,neutral,5.087777777777777,3 out of 3,"['stand', 'beginning', 'direct']","['stand', 'beginning', 'direct']"
9,Ses01F_impro01_M003 [023.4700-028.0300]: Okay.,nan,nan,nan,nan,nan,0,nan,['okay']
10,But I didn't tell you to get in this line if you are filling out this particular form.,5.3149999999999995,4.025,6.0633333333333335,neutral,5.134444444444444,6 out of 6,"['neg-tell', 'get', 'line', 'fill', 'particular', 'form']","['tell', 'get', 'line', 'fill', 'particular', 'form']"
11,Ses01F_impro01_F005 [027.4600-031.4900]: Well what's the problem?,3.52,4.81,4.94,negative,4.423333333333333,1 out of 2,['problem'],"['well', 'problem']"
12,Let me change it.,5.52,3.38,5.935,neutral,4.944999999999999,2 out of 2,"['let', 'change']","['let', 'change']"
