Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,"Ses01F_impro04_M000 [002.7418-006.6575]: Have you tried, uh, Craig's List?",5.765,3.275,5.775,neutral,4.9383333333333335,2 out of 4,"['try', 'list']","['try', 'uh', 'craig', 'list']"
2,"Ses01F_impro04_F000 [007.2455-011.6400]: Uh, what?",nan,nan,nan,nan,nan,0,nan,['uh']
3,Craig's List?,5.89,2.55,5.61,neutral,4.683333333333334,1 out of 2,['list'],"['craig', 'list']"
4,Oh the internet thing?,6.115,4.4350000000000005,5.825,positive,5.458333333333333,2 out of 3,"['internet', 'thing']","['oh', 'internet', 'thing']"
5,Ses01F_impro04_M001 [010.4600-012.1300]: Yeah.,nan,nan,nan,nan,nan,0,nan,['yeah']
6,Ses01F_impro04_F001 [011.7448-016.1500]: I don't know.,3.1799999999999997,6.76,4.22,negative,4.72,1 out of 1,['neg-know'],['know']
7,Isn't that-- that's all like escort services and things like that.,6.522,4.1000000000000005,5.7860000000000005,positive,5.469333333333334,5 out of 5,"['like', 'escort', 'service', 'thing', 'like']","['like', 'escort', 'service', 'thing', 'like']"
8,Ses01F_impro04_M002 [015.6400-018.9000]: No.,nan,nan,nan,nan,nan,0,nan,[]
9,There's regular jobs on there.,5.865,3.825,5.59,neutral,5.093333333333334,2 out of 2,"['regular', 'job']","['regular', 'job']"
10,Ses01F_impro04_F002 [018.6000-030.8976]: I don't know.,3.1799999999999997,6.76,4.22,negative,4.72,1 out of 1,['neg-know'],['know']
11,"I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",5.364166666666667,4.2491666666666665,5.508333333333333,neutral,5.040555555555556,12 out of 14,"['mean', 'look', 'figure', 'mean', 'think', 'thing', 'like', 'monster', 'reliable', 'random', 'free', 'board']","['mean', 'look', 'long', 'figure', 'mean', 'think', 'thing', 'like', 'monster', 'lot', 'reliable', 'random', 'free', 'board']"
