Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses02M_impro01_M000 [003.5000-006.4410]: All right.,7.32,5.0,7.16,positive,6.493333333333333,1 out of 1,['right'],['right']
2,Finally.,nan,nan,nan,nan,nan,0,nan,['finally']
3,Here you go.,6.32,4.86,5.33,positive,5.503333333333333,1 out of 1,['go'],['go']
4,"Ses02M_impro01_F000 [005.3200-007.3580]: Hi, How can I help you?",6.95,4.29,6.89,positive,6.043333333333333,1 out of 2,['help'],"['hi', 'help']"
5,Ses02M_impro01_M001 [007.3400-010.0000]: Yea.,nan,nan,nan,nan,nan,0,nan,['yea']
6,"I just want to get this done,",5.833333333333333,4.21,5.796666666666667,neutral,5.28,3 out of 3,"['want', 'get', 'do']","['want', 'get', 'do']"
7,"Ses02M_impro01_F001 [010.3710-011.6114]: Sure, um",6.64,3.48,6.82,positive,5.646666666666666,1 out of 2,['sure'],"['sure', 'um']"
8,Ses02M_impro01_M002 [010.0100-012.2924]: get my new license.,6.56,4.503333333333333,5.886666666666667,positive,5.6499999999999995,3 out of 3,"['get', 'new', 'license']","['get', 'new', 'license']"
9,Ses02M_impro01_F002 [011.6114-014.6855]: do you have two forms of ID with you?,5.8133333333333335,3.3733333333333335,5.626666666666667,neutral,4.937777777777778,3 out of 3,"['two', 'form', 'id']","['two', 'form', 'id']"
10,"Ses02M_impro01_M003 [014.3252-017.6205]: Um, no, I got my driver's license though.",5.403333333333333,4.726666666666667,5.566666666666666,neutral,5.232222222222222,3 out of 5,"['neg-get', 'driver', 'license']","['um', 'get', 'driver', 'license', 'though']"
11,Ses02M_impro01_F003 [017.8190-024.7376]: I actually need two forms of ID.,5.7225,3.4475,5.484999999999999,neutral,4.885,4 out of 5,"['need', 'two', 'form', 'id']","['actually', 'need', 'two', 'form', 'id']"
12,"I need either a passport or a birth certificate, or social security card.",5.994285714285715,4.2,5.297142857142857,neutral,5.163809523809524,7 out of 8,"['need', 'passport', 'birth', 'certificate', 'social', 'security', 'card']","['need', 'either', 'passport', 'birth', 'certificate', 'social', 'security', 'card']"
13,I'm sorry.,4.81,4.62,5.65,neutral,5.026666666666666,1 out of 1,['sorry'],['sorry']
14,"Ses02M_impro01_M004 [024.5138-028.1500]: Uh, sorry, I forgot them.",4.27,4.525,4.575,neutral,4.456666666666667,2 out of 3,"['sorry', 'forget']","['uh', 'sorry', 'forget']"
15,I mean I've got to -,4.26,4.24,4.91,neutral,4.47,2 out of 2,"['mean', 'get']","['mean', 'get']"
16,Ses02M_impro01_F004 [027.9800-029.6220]: Well,nan,nan,nan,nan,nan,0,nan,['well']
17,Ses02M_impro01_M005 [028.2300-031.2973]: well is the dri-driver's license going to work?,5.76,4.63,6.08,neutral,5.489999999999999,3 out of 4,"['license', 'go', 'work']","['well', 'license', 'go', 'work']"
18,Ses02M_impro01_F005 [030.0939-036.9427]: I- I can take your driver's license but I need another form of ID in order to process this paper work.,5.562,3.777,5.85,neutral,5.063,10 out of 11,"['take', 'driver', 'license', 'need', 'form', 'id', 'order', 'process', 'paper', 'work']","['take', 'driver', 'license', 'need', 'another', 'form', 'id', 'order', 'process', 'paper', 'work']"
19,"Ses02M_impro01_M006 [036.8679-039.1999]: Okay, so what are you saying?",5.91,4.43,6.88,neutral,5.739999999999999,1 out of 2,['say'],"['okay', 'say']"
20,What-,nan,nan,nan,nan,nan,0,nan,[]
