Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses02M_impro05_M000 [002.6966-003.9776]: Hi.,nan,nan,nan,nan,nan,0,nan,['hi']
2,Um-,nan,nan,nan,nan,nan,0,nan,['um']
3,"Ses02M_impro05_F000 [003.6155-004.8484]: Hi, can I help you?",6.95,4.29,6.89,positive,6.043333333333333,1 out of 2,['help'],"['hi', 'help']"
4,Ses02M_impro05_M001 [004.9295-009.4790]: It seems that uh- my-my bag didn't make it out on the carousel.,5.2775,4.3575,4.9625,neutral,4.865833333333334,4 out of 5,"['seem', 'bag', 'neg-make', 'carousel']","['seem', 'uh', 'bag', 'make', 'carousel']"
5,"Ses02M_impro05_F001 [009.2950-013.2588]: Oh, did you check?",6.55,3.38,4.67,positive,4.866666666666666,1 out of 2,['check'],"['oh', 'check']"
6,Did you make sure as it went around the second time that it-,5.976,3.7800000000000002,5.616,neutral,5.124,5 out of 6,"['make', 'sure', 'go', 'second', 'time']","['make', 'sure', 'go', 'around', 'second', 'time']"
7,"Ses02M_impro05_M002 [011.4800-016.5042]: Yes, yes, it's gone around like you know twenty times.",6.486,3.9160000000000004,5.378,positive,5.260000000000001,5 out of 8,"['go', 'like', 'know', 'twenty', 'time']","['yes', 'yes', 'go', 'around', 'like', 'know', 'twenty', 'time']"
8,It's been about a half hour.,5.05,3.38,6.25,neutral,4.8933333333333335,1 out of 2,['hour'],"['half', 'hour']"
9,Ses02M_impro05_F002 [014.7400-016.4900]: Okay.,nan,nan,nan,nan,nan,0,nan,['okay']
10,"Well, um- the f.",nan,nan,nan,nan,nan,0,nan,"['well', 'um']"
11,"Ses02M_impro05_F003 [016.4900-027.9028]: Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through.",5.381,4.154,5.386,neutral,4.9736666666666665,10 out of 11,"['look', 'information', 'flight', 'trouble', 'baggage', 'look', 'like', 'people', 'bag', 'neg-make']","['actually', 'look', 'information', 'flight', 'trouble', 'baggage', 'look', 'like', 'people', 'bag', 'make']"
12,"Um, so-",nan,nan,nan,nan,nan,0,nan,['um']
13,Ses02M_impro05_M003 [027.2271-031.5242]: Okay.,nan,nan,nan,nan,nan,0,nan,['okay']
14,So what-what do I have to get you know,6.455,3.455,5.715,positive,5.208333333333333,2 out of 2,"['get', 'know']","['get', 'know']"
15,"Ses02M_impro05_F004 [030.4700-036.5507]: Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",5.534,3.834,5.934,neutral,5.100666666666666,5 out of 7,"['fill', 'paperwork', 'reason', 'show', 'bring']","['well', 'fill', 'paperwork', 'um', 'reason', 'show', 'bring']"
16,"Ses02M_impro05_M004 [035.3200-038.1932]: For some reason, so you think it won't show up?",5.68,4.326666666666667,5.593333333333334,neutral,5.2,3 out of 4,"['reason', 'think', 'neg-show']","['reason', 'think', 'wo', 'show']"
17,"Ses02M_impro05_F005 [038.1619-046.2674]: Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",4.755714285714285,4.13,5.262857142857143,neutral,4.7161904761904765,7 out of 9,"['late', 'baggage', 'misplace', 'baggage', 'come', 'seem', 'read']","['well', 'sometimes', 'late', 'baggage', 'misplace', 'baggage', 'come', 'seem', 'read']"
18,Ses02M_impro05_F006 [046.2872-053.6683]: Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,5.275714285714286,4.724285714285714,5.158571428571428,neutral,5.0528571428571425,7 out of 9,"['neg-make', 'second', 'plane', 'look', 'like', 'neg-know', 'happen']","['uh', 'make', 'second', 'plane', 'look', 'like', 'actually', 'know', 'happen']"
19,Ses02M_impro05_M005 [053.6501-056.5535]: What?,nan,nan,nan,nan,nan,0,nan,[]
20,What?,nan,nan,nan,nan,nan,0,nan,[]
21,How does that happen?,5.5,3.43,5.53,neutral,4.82,1 out of 1,['happen'],['happen']
22,"Ses02M_impro05_F007 [056.6475-069.8700]: Um, well, sometimes there is just difficulties with loading on to the plane.",4.24,4.556666666666667,5.463333333333333,neutral,4.753333333333333,3 out of 6,"['difficulty', 'load', 'plane']","['um', 'well', 'sometimes', 'difficulty', 'load', 'plane']"
23,Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.,4.5725,4.05,4.7,neutral,4.440833333333333,4 out of 8,"['theft', 'know', 'mishap', 'cart']","['uh', 'theft', 'uh', 'sort', 'know', 'mishap', 'cart', 'something']"
24,Ses02M_impro05_M006 [067.2635-069.8172]: I really - I really need that bag.,5.25,3.55,5.34,neutral,4.713333333333334,2 out of 4,"['need', 'bag']","['really', 'really', 'need', 'bag']"
25,"Ses02M_impro05_F008 [069.8800-072.1149]: I- I- I understand, but um.",6.68,3.52,6.71,positive,5.636666666666667,1 out of 2,['understand'],"['understand', 'um']"
26,Ses02M_impro05_M007 [071.6500-074.4400]: there are- I have important things in that bag.,5.806666666666667,3.856666666666667,5.806666666666667,neutral,5.156666666666667,3 out of 3,"['important', 'thing', 'bag']","['important', 'thing', 'bag']"
27,I've got,6.09,3.67,5.65,positive,5.136666666666667,1 out of 1,['get'],['get']
28,Ses02M_impro05_F009 [074.3085-075.0407]: Okay,nan,nan,nan,nan,nan,0,nan,['okay']
29,"Ses02M_impro05_M008 [074.4500-081.9200]: I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",5.6175,4.16625,5.40125,neutral,5.0616666666666665,8 out of 9,"['mean', 'gift', 'know', 'friend', 'family', 'mean', 'get', 'stuff']","['mean', 'away', 'gift', 'know', 'friend', 'family', 'mean', 'get', 'stuff']"
30,Ses02M_impro05_F010 [081.3600-082.5900]: Right.,7.32,5.0,7.16,positive,6.493333333333333,1 out of 1,['right'],['right']
31,Ses02M_impro05_M009 [081.9300-083.1741]: It's worth a lot.,nan,nan,nan,nan,nan,0,nan,"['worth', 'lot']"
32,Ses02M_impro05_F011 [083.1331-094.2758]: I understand that.,6.68,3.52,6.71,positive,5.636666666666667,1 out of 1,['understand'],['understand']
