Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,Ses02M_script02_2_M000 [003.8800-005.8600]: So what do you think?,6.68,3.75,6.5,positive,5.6433333333333335,1 out of 1,['think'],['think']
2,Ses02M_script02_2_F000 [005.3800-007.1300]: About what?,nan,nan,nan,nan,nan,0,nan,[]
3,Ses02M_script02_2_M001 [006.8800-008.7300]: What I was saying.,5.91,4.43,6.88,neutral,5.739999999999999,1 out of 1,['say'],['say']
4,Ses02M_script02_2_F001 [008.4200-010.3700]: It's ridiculous.,3.67,5.65,3.78,negative,4.366666666666666,1 out of 1,['ridiculous'],['ridiculous']
5,Ses02M_script02_2_M002 [010.1200-014.9000]: Certainly it's not.,nan,nan,nan,nan,nan,0,nan,['certainly']
6,Slightly exaggerated scientific fact.,6.09,3.755,6.0600000000000005,positive,5.301666666666667,2 out of 4,"['scientific', 'fact']","['slightly', 'exaggerated', 'scientific', 'fact']"
7,Ses02M_script02_2_F002 [013.9900-020.9200]: It's PR.,nan,nan,nan,nan,nan,0,nan,['pr']
8,Someone sold you a bill of goods that this wonderful event is going to take place on the beach.,6.017777777777778,4.391111111111111,5.652222222222222,positive,5.353703703703704,9 out of 10,"['sell', 'bill', 'good', 'wonderful', 'event', 'go', 'take', 'place', 'beach']","['someone', 'sell', 'bill', 'good', 'wonderful', 'event', 'go', 'take', 'place', 'beach']"
9,"Ses02M_script02_2_M003 [020.3400-023.4600]: Well, I'm not the only one look at all these people.",5.1866666666666665,4.953333333333333,5.24,neutral,5.126666666666667,3 out of 4,"['neg-one', 'look', 'people']","['well', 'one', 'look', 'people']"
10,"Ses02M_script02_2_F003 [022.7300-034.9900]: Yea, sure everyone was sold the same story.",6.413333333333333,3.73,6.01,positive,5.384444444444444,3 out of 5,"['sure', 'sell', 'story']","['yea', 'sure', 'everyone', 'sell', 'story']"
11,"I mean it keeps us all excited, keeps us coming back for more, keeps us thinking that life is going to start any second now if we can just get in on the action and find the right spot.",5.992941176470588,4.2170588235294115,5.698235294117647,neutral,5.302745098039217,17 out of 20,"['mean', 'keep', 'excite', 'keep', 'come', 'back', 'keep', 'think', 'life', 'go', 'start', 'second', 'get', 'action', 'find', 'right', 'spot']","['mean', 'keep', 'us', 'excite', 'keep', 'us', 'come', 'back', 'keep', 'us', 'think', 'life', 'go', 'start', 'second', 'get', 'action', 'find', 'right', 'spot']"
12,Ses02M_script02_2_M004 [035.3200-037.3700]: Are we talking about the same thing?,6.095,3.4050000000000002,5.925000000000001,positive,5.141666666666667,2 out of 2,"['talk', 'thing']","['talk', 'thing']"
13,Ses02M_script02_2_F004 [036.6700-039.6200]: I'm sorry but it's still just fish to me.,5.615,3.975,5.865,neutral,5.151666666666666,2 out of 3,"['sorry', 'fish']","['sorry', 'still', 'fish']"
14,"Ses02M_script02_2_M005 [039.4900-046.9800]: Carla, can I ask you something?",5.95,3.48,6.29,neutral,5.239999999999999,1 out of 3,['ask'],"['carla', 'ask', 'something']"
15,Don't take this wrong but are you having your period?,5.09,4.796666666666667,5.926666666666667,neutral,5.271111111111111,3 out of 3,"['neg-take', 'neg-wrong', 'period']","['take', 'wrong', 'period']"
