Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
1,"Ses02F_impro07_M000 [006.7677-009.5033]: So, how's it going?",6.32,4.86,5.33,positive,5.503333333333333,1 out of 1,['go'],['go']
2,Ses02F_impro07_F000 [009.1738-013.9432]: It's going really well.,6.32,4.86,5.33,positive,5.503333333333333,1 out of 3,['go'],"['go', 'really', 'well']"
3,"Um, I received something in the mail today.",6.71,4.055,6.025,positive,5.596666666666667,2 out of 5,"['receive', 'mail']","['um', 'receive', 'something', 'mail', 'today']"
4,"Ses02F_impro07_M001 [013.9746-016.8885]: Oh, you got what?",6.09,3.67,5.65,positive,5.136666666666667,1 out of 2,['get'],"['oh', 'get']"
5,Where?,nan,nan,nan,nan,nan,0,nan,[]
6,Ses02F_impro07_F001 [017.2750-019.5500]: I got into U.S.C.,6.09,3.67,5.65,positive,5.136666666666667,1 out of 1,['get'],['get']
7,"Ses02F_impro07_M002 [019.0400-020.8700]: Oh, no way.",4.09,7.1,5.17,neutral,5.453333333333333,1 out of 2,['neg-way'],"['oh', 'way']"
8,"Ses02F_impro07_F002 [020.4600-022.9300]: Yeah, I'm so excited.",8.11,6.43,7.33,positive,7.289999999999999,1 out of 2,['excited'],"['yeah', 'excited']"
9,So I'm gonna say--,5.91,4.43,6.88,neutral,5.739999999999999,1 out of 3,['say'],"['gon', 'na', 'say']"
10,Ses02F_impro07_M003 [021.8500-023.5100]: Are you gonna go?,6.32,4.86,5.33,positive,5.503333333333333,1 out of 3,['go'],"['gon', 'na', 'go']"
11,you gonna-,nan,nan,nan,nan,nan,0,nan,"['gon', 'na']"
12,"Ses02F_impro07_F003 [022.9400-028.7400]: Yeah, I think, I mean because where else would I gonna go?",5.335,4.3075,5.485,neutral,5.0425,4 out of 8,"['think', 'mean', 'would', 'go']","['yeah', 'think', 'mean', 'else', 'would', 'gon', 'na', 'go']"
13,Like the other places that I applied to I really didn't like that much anyway.,5.255,4.19,5.6825,neutral,5.0425,4 out of 7,"['like', 'place', 'apply', 'neg-like']","['like', 'place', 'apply', 'really', 'like', 'much', 'anyway']"
14,Ses02F_impro07_F004 [028.7500-029.9500]: So--,nan,nan,nan,nan,nan,0,nan,[]
15,"Ses02F_impro07_M004 [028.1700-029.5900]: Wow, that's...",nan,nan,nan,nan,nan,0,nan,['wow']
16,"Ses02F_impro07_M005 [029.6100-035.0773]: ...that's first choice, huh?",6.845000000000001,4.21,6.47,positive,5.841666666666666,2 out of 3,"['first', 'choice']","['first', 'choice', 'huh']"
17,That's so awesome and now look you're gonna be--you're gonna be here.,6.905,4.904999999999999,6.495,positive,6.101666666666667,2 out of 6,"['awesome', 'look']","['awesome', 'look', 'gon', 'na', 'gon', 'na']"
18,you know,6.82,3.24,5.78,positive,5.28,1 out of 1,['know'],['know']
19,"Ses02F_impro07_F005 [029.9700-031.0789]: Yeah, I know.",6.82,3.24,5.78,positive,5.28,1 out of 2,['know'],"['yeah', 'know']"
20,Ses02F_impro07_F006 [031.0983-033.0000]: Absolutely.,nan,nan,nan,nan,nan,0,nan,['absolutely']
21,I'm so excited.,8.11,6.43,7.33,positive,7.289999999999999,1 out of 1,['excited'],['excited']
22,Ses02F_impro07_F007 [034.4500-040.6077]: I know.,6.82,3.24,5.78,positive,5.28,1 out of 1,['know'],['know']
23,I know.,6.82,3.24,5.78,positive,5.28,1 out of 1,['know'],['know']
24,And we'll all get to hang out.,4.595,4.265000000000001,5.130000000000001,neutral,4.663333333333333,2 out of 2,"['get', 'hang']","['get', 'hang']"
